Go getting
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x3e81766a3688, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x3e81766a3688)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x3e8162a890b0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x3e8173408188?, 0x3e81766a3688)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x3e8162a890b0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x3e8173408140, 0x3e8180dbedc0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x3e8173408140)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x3e815371ef08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x3e814f358070, 0x1, 0x1}, 0x3e814f278b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x3e814f1e0bb0?, {0x3e814f358040?, 0x1?, 0x7f4a126d7108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x3e814f358040?, 0x3e814f196700?, 0x3e814f196700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x3e814f196700?, {0x3e814f358040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x3e814f352008, {0x3e814f358040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x3e814f350008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x3e814f350008}, {0x3e814f1e5db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x3e814f350008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_019/LLGo

compiling: client_go_020 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x29d4ce244488, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x29d4ce244488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x29d4b2244ea0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x29d4ccd8a2c8?, 0x29d4ce244488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x29d4b2244ea0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x29d4ccd8a280, 0x29d49b9719a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x29d4ccd8a280)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x29d4cdfeef08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x29d48a4261b0, 0x1, 0x1}, 0x29d48a450008, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x29d48a41a170?, {0x29d48a426180?, 0x1?, 0x7f7c281c1bf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x29d48a426180?, 0x29d48a436400?, 0x29d48a436400?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x29d48a436400?, {0x29d48a426180?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x29d48a420008, {0x29d48a426180, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x29d48a41e008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x29d48a41e008}, {0x29d48a355db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x29d48a41e008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_020/LLGo

compiling: client_go_021 (LLGo)

compiling: client_go_022 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x1823838a8488, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x1823838a8488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x1823b675ab10?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x182376ab0368?, 0x1823838a8488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x1823b675ab10)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x182376ab0320, 0x1823a6923310)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x182376ab0320)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x182379c66008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x182333a50030, 0x1, 0x1}, 0x1823339eab48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x1823339b6b70?, {0x182333a50000?, 0x1?, 0x7fefa24d3bf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x182333a50000?, 0x182333a26600?, 0x182333a26600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x182333a26600?, {0x182333a50000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x182333a4a008, {0x182333a50000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x182333a48008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x182333a48008}, {0x1823338cbdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x182333a48008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_022/LLGo

compiling: client_go_023 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x32223256a248, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x32223256a248)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x32222c5c8ea0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x3221f77dafe8?, 0x32223256a248)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x32222c5c8ea0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x3221f77dafa0, 0x32222fa2f040)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x3221f77dafa0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x3221f8f00508)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x3221b635e070, 0x1, 0x1}, 0x3221b627eb48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x3221b61e6bb0?, {0x3221b635e040?, 0x1?, 0x7f92e5506108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x3221b635e040?, 0x3221b619c700?, 0x3221b619c700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x3221b619c700?, {0x3221b635e040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x3221b6358008, {0x3221b635e040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x3221b6356008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x3221b6356008}, {0x3221b61ebdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x3221b6356008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_023/LLGo

compiling: client_go_024 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x2ef078c89688, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x2ef078c89688)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x2ef083272570?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x2ef059b700e8?, 0x2ef078c89688)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x2ef083272570)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x2ef059b700a0, 0x2ef0778e8e60)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x2ef059b700a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x2ef05a4be008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x2ef029e58030, 0x1, 0x1}, 0x2ef029df2b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x2ef029dbeb70?, {0x2ef029e58000?, 0x1?, 0x7f34a24c1bf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x2ef029e58000?, 0x2ef029e2e600?, 0x2ef029e2e600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x2ef029e2e600?, {0x2ef029e58000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x2ef029e52008, {0x2ef029e58000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x2ef029e50008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x2ef029e50008}, {0x2ef029d35db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x2ef029e50008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_024/LLGo

compiling: client_go_025 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x3a5c8fa06d88, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x3a5c8fa06d88)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x3a5c8f91b620?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x3a5c8a4cd088?, 0x3a5c8fa06d88)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x3a5c8f91b620)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x3a5c8a4cd040, 0x3a5c9d4fedc0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x3a5c8a4cd040)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x3a5c8bb45408)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x3a5c67408070, 0x1, 0x1}, 0x3a5c67328b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
